category,detail,id,img_path,img_url,like_num,name,price,sub_category,tag,tag_url
送给谁,超大的幸运星木塞玻璃瓶礼盒套装，精美的包装，打开包装一定会“哇”的一声，特别惊喜和感动，耐心和用心是这一份礼物最好的阐释，给亲爱的他/她一份大大的惊喜。,good_7879,,http://img.cocodiy.com/Images/7900/7879s.jpg,37,超大号许愿瓶礼盒,151.00,其他人,初中生,http://www.cocodiy.com/topic/74
送给谁,奥迪双钻官方正品玩具，幻日轮系列七彩炫光，给孩子梦幻的体验，适合6-12岁儿童，锻炼孩子的协调与学习能力。,good_5163,,http://img.cocodiy.com/Images/5200/5163s.jpg,111,奥迪双钻儿童悠悠球,39.00,其他人,小学生,http://www.cocodiy.com/topic/75
送给谁,天才的智慧小树，宝宝学习和好伙伴，集音乐、积木、算术、时钟于一身，全方位培养宝宝思维能力。,good_5182,,http://img.cocodiy.com/Images/5200/5182s.jpg,15,智慧小树早教电子琴,39.90,其他人,宝宝,http://www.cocodiy.com/topic/168
送给谁,莲花与菩提一样是佛教中的两大圣物，经常携带会使人精神更易集中，帮助消除心中脑中杂念，可逢凶化吉，送文艺青年的小礼物。,good_6209,,http://img.cocodiy.com/Images/6300/6209s.jpg,14,中国风菩提子流苏书签,16.80,其他人,宝宝,http://www.cocodiy.com/topic/168
送给谁,动画片《熊出没》同款毛绒玩偶，光头强、熊大、熊二带给小孩子无线乐趣，送孩子的贴心礼物。,good_4988,,http://img.cocodiy.com/Images/5000/4988s.jpg,74,熊出没动漫主题公仔,58.80,其他人,孩子,http://www.cocodiy.com/topic/67
送给谁,含3.5g干燕窝，真材实料，营养价值满满的，即开即食，具有增强免疫力、养颜美容、抗衰老等作用，送女性的最佳滋补品。,good_8196,,http://img.cocodiy.com/Images/8200/8196s.jpg,4,燕之初浓缩即食燕窝,288.00,其他人,长辈,http://www.cocodiy.com/topic/64
礼物专题,特制的羊毛款式丝巾更加温暖，让你在寒冷的秋冷感到温暖，适合送女友、闺蜜、老婆、妈妈和女性长辈。,good_3292,,http://img.cocodiy.com/Images/3300/3292s.jpg,40,上海故事秋冬羊毛丝巾披肩,149.00,其他专题,精美礼物,http://www.cocodiy.com/topic/153
礼物专题,送手表“表表心意”，适合送女友、老婆和自己心爱的姑娘，也可以送爱时尚的闺蜜姐妹，此款手表还有多种颜色可选，适合各种风格喔。,good_749,,http://img.cocodiy.com/Images/800/749s.jpg,1192,WUSSA炫彩水钻女表,328.00,其他专题,精美礼物,http://www.cocodiy.com/topic/153
礼物专题,纯手工彩绘陶瓷，欧式贵族风格设计，雍容华贵、高雅大气，送朋友乔迁、新婚、家居的高档礼物。,good_5987,,http://img.cocodiy.com/Images/6000/5987s.jpg,101,欧式时尚陶瓷彩绘台灯,199.00,其他专题,精美礼物,http://www.cocodiy.com/topic/153
礼物专题,此款手表抛弃传统腕表设计元素，将时钟设计成一个简单的圆点，类似于星空的星球会随着时间流逝慢慢移动，白天正常佩戴接触阳光，晚上会发光，自带或者送人都是可以的。,good_8181,,http://img.cocodiy.com/Images/8200/8181s.jpg,10,梵玥极简夜光手表,268.00,其他专题,精美礼物,http://www.cocodiy.com/topic/153
礼物专题,中国风特色功夫熊猫笔筒，京剧装束更显国粹风范，高档红色礼盒，送外国人的特色佳品。,good_4770,,http://img.cocodiy.com/Images/4800/4770s.jpg,44,中国风京剧丝绢娃娃,78.00,其他专题,精美礼物,http://www.cocodiy.com/topic/153
礼物专题,萌萌哒可爱的精灵夜灯，可手捏变形，手机智能遥控多种颜色灯光，送女友、女生的流行礼物。,good_5541,,http://img.cocodiy.com/Images/5600/5541s.jpg,318,可爱精灵智能小夜灯,59.00,其他专题,精美礼物,http://www.cocodiy.com/topic/153
送给谁,zippo正品打火机，防伪码可查询，复古做旧款式，纯铜机身充满男人味儿，送老公、长辈、客户都很不错。,good_6017,,http://img.cocodiy.com/Images/6100/6017s.jpg,98,zippo纯铜盔甲打火机,468.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,设计优雅大方的真皮女包，每一个细节都极尽完美，造型百搭，适用场合广泛，作为礼物送给妈妈或者家里的长辈是很不错的选择。,good_7221,,http://img.cocodiy.com/Images/7300/7221s.jpg,6,古缇蒂亚女士牛皮手提包,299.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,在杯身上可以定制百家姓姓氏的茶杯，宜兴优质原矿紫砂泥料精心制作，色泽温润、沙粒饱满、质感十足，十分适合送给爱茶人哦。,good_7356,,http://img.cocodiy.com/Images/7400/7356s.jpg,40,宜兴紫砂百家姓茶杯,45.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,采用宜兴陈腐老紫泥手工制作，泡茶更加醇香，壶身刻有精品书法，更具文化气息，高档锦盒包装，更赠送全套茶具，送礼绝对无可挑剔。,good_6483,,http://img.cocodiy.com/Images/6500/6483s.jpg,17,宜兴紫砂石瓢壶,498.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,寿桃代表着长寿，蝙蝠代表着福气，铜钱代表着财气，福禄寿喜的美好寓意搭配玉檀木材质，是送女性长辈的不二之选。,good_5533,,http://img.cocodiy.com/Images/5600/5533s.jpg,19,福禄寿喜彩绘梳子,98.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,平安扣也称怀古、罗汉眼，是中国的一款传统玉饰品，从外形看它圆润变通，符合中国传统文化中的中庸之道，在现代，也经常用来作为情人之间相赠之物，平安两字寓意明确，表达了朴素美好的愿望，是不错的摆饰礼物。,good_7789,,http://img.cocodiy.com/Images/7800/7789s.jpg,18,平安扣创意玉石摆件,258.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,松的苍劲、梅的傲骨、竹的清远意趣盎然，还可专属定制文字，象征的是品茶人的信仰与气节，实用又保健，很适合送长辈哦。,good_7639,,http://img.cocodiy.com/Images/7700/7639s.jpg,59,岁寒三友手工紫砂杯,289.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,专为中老年人设计的绿茶保健枕，无副作用轻松解决睡眠问题，绿茶茶香让你更加清新，送父母、送老人均可。,good_6256,,http://img.cocodiy.com/Images/6300/6256s.jpg,60,绿茶助眠保健枕礼盒,208.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,兼容了果酒的温柔缱绻和蒸馏酒的酣畅浓烈，两样风情糅合一体，饮来，觉得微酸甜美里透露着一种分外醇厚的质感。梅果富含多种有益人体的有机酸、氨基酸、矿物质等成分，有助于消化。,good_7749,,http://img.cocodiy.com/Images/7800/7749s.jpg,46,山村风物青梅米酒,99.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,龙龟不仅可以辟邪，还可以带来祥瑞之气，它象征着权势，对事业有着推助作用，送朋友、领导升职的必备佳品。,good_2055,,http://img.cocodiy.com/Images/2100/2055s.jpg,187,开光龙龟风水摆件 招财助运,80.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,五月树是德国最古老的生活电器品牌之一，德国的制造工艺在世界上都是一流的，超级迷你的全自动磨豆咖啡机，二合一磨豆盒，有效锁住咖啡原香，焕发一整天的好心情哦。,good_8444,,http://img.cocodiy.com/Images/8500/8444s.jpg,0,德国五月树全自动咖啡机,849.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,罗蒙Romon是中国男装知名品牌，以精致做工闻名，这款商务休闲修身款衬衫，十分适合送在职场打拼的男士。,good_5360,,http://img.cocodiy.com/Images/5400/5360s.jpg,30,罗蒙男士商务衬衫,139.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,超霸气的中国风钢笔套装礼盒，内含一言九鼎铜鼎和双龙戏珠纹理钢笔，钢笔上还可以根据您的要求刻字，送尊贵之人的好物。,good_7399,,http://img.cocodiy.com/Images/7400/7399s.jpg,36,中国风钢笔套装礼盒,298.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,象征着财源滚滚的招财树摆件，可以给人带来富足与祥和，而貔貅、金蟾等装饰，更能辟邪、镇宅。,good_7343,,http://img.cocodiy.com/Images/7400/7343s.jpg,12,貔貅招财树摆件,168.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,老年生活怎能无聊，给妈妈买一个广场舞音响，带着小姐妹们在广场上使劲跳，可蓝牙无线连接，1000平方米范围内可供500人使用，语音提示，操作简单，妈妈瞬间笑开颜。,good_7720,,http://img.cocodiy.com/Images/7800/7720s.jpg,15,户外广场舞拉杆音响,499.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,海参具有提高免疫力、抵抗疾病等作用，是营养品中的瑰宝，大连纯正野生海参，每一颗都货真价实，礼盒包装更适合馈赠家人朋友。,good_7818,,http://img.cocodiy.com/Images/7900/7818s.jpg,29,月亮湾野生海参礼盒,188.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,很有禅意的流水喷泉加湿器，同时也是一个风水摆件，寓意流水生财、吉祥如意。,good_655,,http://img.cocodiy.com/Images/700/655s.jpg,30,小沙弥流水喷泉摆件,196.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,现在外面的豆浆店制作的豆浆为了增加甜度，大都添加了糖精等甜味素，为家人健康，自己在家制作健康的豆浆尤为必要。九阳正品豆浆机，制作豆浆、米糊、浓汤、果汁样样行，好豆浆，九阳造健康生活必备好帮手。,good_629,,http://img.cocodiy.com/Images/700/629s.jpg,79,九阳全自动免滤豆浆机,399.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,专为老年人设计的金属放大镜，10倍放大轻松解决模糊问题，读书、看报、阅读必备，送给老人的实用礼物。,good_6181,,http://img.cocodiy.com/Images/6200/6181s.jpg,1153,手持式金属放大镜 礼盒装,37.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,珍珠自古以来就有“珠圆玉润”、“珠光宝气”这一说，圆润的珍珠代表着女性的温婉与柔美，同时珍珠又是蚌经过漫长岁月磨练而成的结晶，是母性伟大的象征，也有健康长寿和吉祥的意义，珍珠佩戴起来也有保健的作用哦，送给妈妈，让她永远光彩动人哦。,good_6590,,http://img.cocodiy.com/Images/6600/6590s.jpg,82,黛米珍珠白水项链,133.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,正宗安溪铁观音茶叶，被誉为“茶中之王”，高档礼盒包装，逢年过节送长辈、客户、朋友的上佳之选。,good_673,,http://img.cocodiy.com/Images/700/673s.jpg,94,安溪铁观音茶叶礼盒,69.90,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,芙蓉是“美丽、家庭和睦”的象征，以活性炭工艺制成的花瓶摆件，不仅能够吸附有害气体，更是家居装饰的必备礼品，一边一个，好事成双。,good_5583,,http://img.cocodiy.com/Images/5600/5583s.jpg,268,芙蓉炭雕花瓶摆件,96.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,由沙绒金电镀而成的寿星公摆件，可个性刻字，送老人、长辈的最佳祝寿礼物。,good_6065,,http://img.cocodiy.com/Images/6100/6065s.jpg,173,寿星公桃木木雕摆件,328.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,精选非洲小叶紫檀，名贵木材手工精制而成，中式轻奢，精湛雕花工艺，还可以根据您的需要在木梳上刻字，梳理烦恼，增进幸福。,good_7420,,http://img.cocodiy.com/Images/7500/7420s.jpg,24,小叶紫檀雕花木梳,218.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,黑檀木弯式烟斗，传统手工工艺，适合送爱吸烟的中老年人，精品级烟具礼品。,good_1491,,http://img.cocodiy.com/Images/1500/1491s.jpg,149,黑檀木手工烟斗,49.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,可以免费书法提字的扇子，宣纸扇面，私人定制，送文人骚客的首选文艺礼品。,good_3074,,http://img.cocodiy.com/Images/3100/3074s.jpg,263,免费题字书法折扇,26.88,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,正品云南普洱茶，8年干仓陈化，滋味醇厚饱满，细腻滑砂，喉韵甘润持久，送爱喝茶人士首选礼品茶。,good_211,,http://img.cocodiy.com/Images/300/211s.jpg,36,云南普洱茶熟茶饼茶,129.90,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,象征着吉祥如意以及驱邪辟凶的纯铜貔貅，很适合包放在办公室或者是书架上，不仅可以为您带来好运还能驱走邪气，镇宅招福。,good_7534,,http://img.cocodiy.com/Images/7600/7534s.jpg,4,纯铜招财招财貔貅摆件,160.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,一款含蓄不张扬的手提包，头层牛皮材质，简约素雅大方，特别适合送中年气质女性。,good_235,,http://img.cocodiy.com/Images/300/235s.jpg,51,古缇蒂亚百搭手提包,299.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,豪华礼盒装枕头一对，枕芯由优质茶叶填充，闻香疗法，改善睡眠，送家人长辈朋友的健康之选。,good_5139,,http://img.cocodiy.com/Images/5200/5139s.jpg,301,天然绿茶保健枕礼盒,119.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,茶叶+薰衣草+决明子相得益彰，根据中医“闻香疗法”茶香和花香完美融合，睡在自然芬芳，治疗失眠症，尽享高品质睡眠。,good_3218,,http://img.cocodiy.com/Images/3300/3218s.jpg,487,天然薰衣草助眠枕头,38.80,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,简约北欧风碗碟多种配套，哑光釉面，历久弥新，高品质餐具礼盒装，自用送礼皆宜。,good_7593,,http://img.cocodiy.com/Images/7600/7593s.jpg,39,北欧极简风餐具套装,389.90,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,简约气质手提包，专为中年成熟女性设计，造型精致，用料考究，可手提，也可单肩斜挎，送妈妈女性长辈的一份孝心礼物。,good_7220,,http://img.cocodiy.com/Images/7300/7220s.jpg,9,Aman优雅妈妈手提包,368.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,耐热玻璃功夫茶茶具套装，包含有实木底座、茶杯、茶壶和公道杯，送给爱喝茶人士再合适不错。,good_243,,http://img.cocodiy.com/Images/300/243s.jpg,62,功夫茶茶具套装,199.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,国内男装第一品牌雅戈尔正品，纯羊毛材质，商务休闲，优雅素色，送中老年男士的实用品质贴心礼物。,good_376,,http://img.cocodiy.com/Images/400/376s.jpg,209,雅戈尔男士羊毛衫,1280.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,平安扣外圈是圆的，象征辽阔天地浑沌；内圈也是圆的，象征我们内心的平宁安远；平安扣的形状很像古代铜钱的形状，据说古铜钱可辟邪保平安；烫金文字，实木底座，高端上档次，观赏收藏或送礼都是佳品。,good_8167,,http://img.cocodiy.com/Images/8200/8167s.jpg,18,富贵平安扣摆件,118.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,花朵总是家里少不了的装饰，蝴蝶兰的花语是寓意美好，幸福向你飞来，花朵可以清洗，寿命很长，非常适合结婚送礼和乔迁送礼哦。,good_7130,,http://img.cocodiy.com/Images/7200/7130s.jpg,49,仿真蝴蝶兰花艺摆件,599.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,平安扣又称为怀古、罗汉眼，圆圆的造型，寓意圆满幸福，采用进口天然上乘玉质，精雕细琢，色泽圆润细致，实木底座经久耐用，美好的寓意送给长辈、同事等都是绝佳。,good_8112,,http://img.cocodiy.com/Images/8200/8112s.jpg,159,平安如意玉石扣摆件,208.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,聚宝盆是财富与文化的象征，有招财进宝、镇宅化煞的作用，店铺开业、家居摆放、办公装饰都非常适合。,good_5844,,http://img.cocodiy.com/Images/5900/5844s.jpg,146,纯铜聚宝盆摆件,604.30,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,宜兴紫砂真空内胆，不锈钢杯身，简约时尚造型，让保温杯不再传统沉浮，适合商务人士使用的高端保温杯。,good_244,,http://img.cocodiy.com/Images/300/244s.jpg,243,紫砂内胆不锈钢保温杯,468.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,产自东北长白山，18年参龄林下参，礼盒包装，带证书，精品级健康礼品。,good_460,,http://img.cocodiy.com/Images/500/460s.jpg,13,长白山林下人参礼盒,198.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,对于中式装修风格的家居来说，一件古风古韵的景德镇瓷器是必不可少的，牡丹作为国花，象征富贵吉祥，运用麦秆画陶瓷工艺，光泽透亮，具有古朴自然、高贵典雅之美哦。,good_7344,,http://img.cocodiy.com/Images/7400/7344s.jpg,8,景德镇中式陶瓷花瓶,268.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,正品特级大红袍红茶，产自武夷山的大红袍享有“岩茶之王”的美誉，相传神农氏用它来解七十二毒。高档礼盒装，送爱茶人士的高品质礼物。,good_288,,http://img.cocodiy.com/Images/300/288s.jpg,218,武夷山特级大红袍礼盒,669.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,天然精油安全健康，改善睡眠一缓解疲劳，健康送礼。,good_1647,,http://img.cocodiy.com/Images/1700/1647s.jpg,126,玫瑰液体香薰礼盒,269.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,葫芦貔貅摆件，象征福禄如意，非常适合送给生意伙伴或者开业使用，摆放在家里也十分吉祥，有金色和木纹色两色可选喔。,good_7761,,http://img.cocodiy.com/Images/7800/7761s.jpg,12,葫芦貔貅工艺摆件,68.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,炭雕工艺品具有吸附甲醛、苯、细菌螨虫等有害物质的空气消毒净化功能，健康生活必备。家和福顺、梅兰竹菊、诚信仁义等多款图案可选。,good_529,,http://img.cocodiy.com/Images/600/529s.jpg,158,家和福顺活性炭雕摆件,89.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,中老年人必备神器，夏日解暑乘凉让你浑身轻松，送长辈、老人的关爱礼物。,good_5357,,http://img.cocodiy.com/Images/5400/5357s.jpg,146,木质高档休闲摇椅,299.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,专为按摩颈部和肩部的按摩披肩，对颈间肩部缓解疼痛都会很好的效果，保护家人朋友的健康，最时尚的健康礼物。,good_5356,,http://img.cocodiy.com/Images/5400/5356s.jpg,290,多功能电动颈肩按摩披肩,99.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,汤婆子又称“锡夫人、脚婆”，注入热水后放入被中即可暖身，手工纯铜制作，支持刻字，非常复古的暖身方法，很适合赠送给老人和长辈。,good_8293,,http://img.cocodiy.com/Images/8300/8293s.jpg,40,手工纯铜汤婆子,86.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,黄龙山原矿陈腐老紫泥制成，刻有“厚德载物”等书法文字，高端、大气、易收藏，送长辈、客户、领导无可挑剔。,good_5262,,http://img.cocodiy.com/Images/5300/5262s.jpg,190,原矿纯手工紫砂壶,258.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,泰国进口乳胶原料，慢回弹记忆枕，柔软舒适，保护颈椎的同时，还能有效帮助睡眠障碍者提升睡眠质量，送家人朋友长辈的健康睡眠专家礼品。,good_437,,http://img.cocodiy.com/Images/500/437s.jpg,272,泰国乳胶记忆枕,159.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,康熙御笔亲题福字碑，福字在写法上暗含“子、田、才、寿、福”五种字形，寓意“多子、多田、多才、多寿、多福”，五福合一。,good_518,,http://img.cocodiy.com/Images/600/518s.jpg,415,天下第一福炭雕摆件,36.80,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,一帆风顺寓意着工作、家庭事事顺意，高档金箔材质奢华大气，支持激光刻字，不仅有很高的艺术价值和观赏价值，更送送礼馈赠的优质选择。,good_7810,,http://img.cocodiy.com/Images/7900/7810s.jpg,64,一帆风顺立体金箔画,318.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,手腕式血压计更加便捷，精准式测量，关爱老年人的血压指数，给他们更健康的生活品质。,good_3793,,http://img.cocodiy.com/Images/3800/3793s.jpg,374,家用全自动手腕式血压计,128.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,体积小巧的无线按摩器，手机APP即可操控，6种动作模拟真人按摩，随时随地保持放松状态，送父母、爱人、长辈的健康之选。,good_7794,,http://img.cocodiy.com/Images/7800/7794s.jpg,193,智能按摩放松器,298.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,智能电子血压计，在家就可以轻松、精确监测血压和心率状况，老少皆宜，呵护家人健康，从拥有一台自动血压计开始。,good_563,,http://img.cocodiy.com/Images/600/563s.jpg,621,鱼跃家用电子血压计,138.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,一帆风顺无论在事业、家庭、生意方面都有推助作用，高档的沙绒金材质，激光刻字，更适合于送礼，为对方带来满载的收获。,good_1614,,http://img.cocodiy.com/Images/1700/1614s.jpg,169,一帆风顺沙绒金摆件,218.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,100%纯羊绒面料，高品质轻奢围巾，适合有品位的男士，送给他的冬日温暖礼物。,good_1708,,http://img.cocodiy.com/Images/1800/1708s.jpg,64,男士正品羊绒围巾,458.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,泡脚是养生之道，可以防止疾病入侵，泡脚45分钟仅降温3度，这款深桶式洗脚盆集按摩和泡脚于一体，不锈钢体防摔耐磨，是送家人亲友的健康之选。,good_2029,,http://img.cocodiy.com/Images/2100/2029s.jpg,374,南极人养生泡脚盆,269.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,谭木匠正品实木数字，孔雀雀翎图案，描漆栩栩如生，还可以根据您的要求在梳子上刻字，送梳子寓意送健康和快乐，送去一份关心和爱护。,good_142,,http://img.cocodiy.com/Images/200/142s.jpg,606,谭木匠孔雀纹天然木梳,160.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,适合有关节炎、风湿的中老年人使用，智能热敷暖腿更暖心，遥控温度更便捷，送给父母长辈的关爱礼物。,good_5440,,http://img.cocodiy.com/Images/5500/5440s.jpg,567,远红外电热护膝,129.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,颈椎不好导致睡眠不好？还在睡乳胶枕？试试这款日本黑科技记忆枕，高低可调节，颈椎深度护理，适合送给颈椎病、睡眠障碍人士，有效保护颈椎，提升睡眠质量。,good_438,,http://img.cocodiy.com/Images/500/438s.jpg,372,日本长款护颈记忆枕,149.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,紫砂保温杯喝茶嫩提高茶的口感哦，并且富含多种矿物质和微量元素，十分适合日常饮茶使用，外面是精美的木纹，表面可以定制文字，非常适合送亲友长辈和公司送礼。,good_7642,,http://img.cocodiy.com/Images/7700/7642s.jpg,60,宜兴高档紫砂保温杯,109.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,白菜谐音“百财”，寓意着招财进宝，可助事业成功、家和如意，是送领导、家人、客户的招财风水礼品。,good_1476,,http://img.cocodiy.com/Images/1500/1476s.jpg,293,百财如意玉白菜摆件,168.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,给老人过生日有送寿桃习俗，以祝老人健康、长寿，幸福。这款镀金大寿桃寓意吉祥，是老年人最喜欢的祝寿礼物。,good_1479,,http://img.cocodiy.com/Images/1500/1479s.jpg,222,高档绒沙金寿桃摆件,338.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,可自动按摩脚底的足浴盆，遥控功能让你更加省力，三档变奏式按摩呵护你的健康，深桶式设计让你连腿到脚都能感受到温暖，送父母长辈的健康礼物。,good_426,,http://img.cocodiy.com/Images/500/426s.jpg,657,南极人家用足疗足浴盆,279.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,性价比很高的一款健康按摩机，无论老人还是中青年皆可适用，4档力度，60多个穴位全方位按摩，逢年过节的健康好礼。,good_5245,,http://img.cocodiy.com/Images/5300/5245s.jpg,325,足部加热电动足疗机,259.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,活性炭制成，有吸附甲醛，净化空气的功效，家字更显现出温暖，是乔迁新居、拜访的创意礼物。,good_1362,,http://img.cocodiy.com/Images/1400/1362s.jpg,179,家和万事兴炭雕摆件,198.00,其他人,长辈,http://www.cocodiy.com/topic/64
送给谁,不管是雨天还是冬天，有老寒腿的爸妈总是十分痛苦，作为儿女的看着心里着急，不如买这样的阻凉减压的护膝，磁石和发热垫片共同作用，冬季夏天都可以使用哦。,good_7566,,http://img.cocodiy.com/Images/7600/7566s.jpg,260,加热保暖老寒腿护膝,125.00,其他人,长辈,http://www.cocodiy.com/topic/64
